task,model,feature,condition,subject_id,sessions,accuracy_percent
20-c,tsconv,raw,watch,sub-014,3,13.333333333333334
20-c,tsconv,raw,watch,sub-015,3,11.333333333333334
20-c,tsconv,raw,watch,sub-016,3,6.666666666666667
20-c,tsconv,raw,watch,sub-017,3,10.0
20-c,tsconv,raw,watch,sub-018,3,10.666666666666666
20-c,tsconv,raw,watch,sub-019,3,10.0
20-c,tsconv,raw,watch,sub-020,3,14.0
4-c,GCN_LSTM,raw,recall,sub-001,3,30.0
4-c,GCN_LSTM,raw,recall,sub-002,3,34.666666666666664
4-c,GCN_LSTM,raw,recall,sub-003,3,39.333333333333336
4-c,GCN_LSTM,raw,recall,sub-004,3,40.666666666666664
4-c,GCN_LSTM,raw,recall,sub-005,3,35.333333333333336
4-c,GCN_LSTM,raw,recall,sub-006,3,37.333333333333336
4-c,GCN_LSTM,raw,recall,sub-007,3,39.333333333333336
4-c,GCN_LSTM,raw,recall,sub-008,3,35.333333333333336
4-c,GCN_LSTM,raw,recall,sub-009,3,36.666666666666664
4-c,GCN_LSTM,raw,recall,sub-010,3,34.666666666666664
4-c,GCN_LSTM,raw,recall,sub-011,3,38.666666666666664
4-c,GCN_LSTM,raw,recall,sub-012,3,38.666666666666664
4-c,GCN_LSTM,raw,recall,sub-013,3,38.666666666666664
4-c,GCN_LSTM,raw,recall,sub-014,3,39.333333333333336
4-c,GCN_LSTM,raw,recall,sub-015,3,31.333333333333332
4-c,GCN_LSTM,raw,recall,sub-016,3,35.333333333333336
4-c,GCN_LSTM,raw,recall,sub-017,3,39.333333333333336
4-c,GCN_LSTM,raw,recall,sub-018,3,33.333333333333336
4-c,GCN_LSTM,raw,recall,sub-019,3,35.333333333333336
4-c,GCN_LSTM,raw,recall,sub-020,3,37.333333333333336
4-c,GCN_LSTM,raw,watch,sub-001,3,38.666666666666664
4-c,GCN_LSTM,raw,watch,sub-002,3,32.666666666666664
4-c,GCN_LSTM,raw,watch,sub-003,3,36.0
4-c,GCN_LSTM,raw,watch,sub-004,3,36.0
4-c,GCN_LSTM,raw,watch,sub-005,3,38.0
4-c,GCN_LSTM,raw,watch,sub-006,3,40.0
4-c,GCN_LSTM,raw,watch,sub-007,3,33.333333333333336
4-c,GCN_LSTM,raw,watch,sub-008,3,36.666666666666664
4-c,GCN_LSTM,raw,watch,sub-009,3,34.0
4-c,GCN_LSTM,raw,watch,sub-010,3,36.666666666666664
4-c,GCN_LSTM,raw,watch,sub-011,3,38.0
4-c,GCN_LSTM,raw,watch,sub-012,3,34.666666666666664
4-c,GCN_LSTM,raw,watch,sub-013,3,35.333333333333336
4-c,GCN_LSTM,raw,watch,sub-014,3,40.0
4-c,GCN_LSTM,raw,watch,sub-015,3,33.333333333333336
4-c,GCN_LSTM,raw,watch,sub-016,3,36.0
4-c,GCN_LSTM,raw,watch,sub-017,3,38.666666666666664
4-c,GCN_LSTM,raw,watch,sub-018,3,32.666666666666664
4-c,GCN_LSTM,raw,watch,sub-019,3,34.666666666666664
4-c,GCN_LSTM,raw,watch,sub-020,3,38.0
4-c,conformer,raw,recall,sub-001,3,33.333333333333336
4-c,conformer,raw,recall,sub-002,3,36.0
4-c,conformer,raw,recall,sub-003,3,33.333333333333336
4-c,conformer,raw,recall,sub-004,3,34.0
4-c,conformer,raw,recall,sub-005,3,33.333333333333336
4-c,conformer,raw,recall,sub-006,3,38.0
4-c,conformer,raw,recall,sub-007,3,34.0
4-c,conformer,raw,recall,sub-008,3,34.0
4-c,conformer,raw,recall,sub-009,3,38.0
4-c,conformer,raw,recall,sub-010,3,32.0
4-c,conformer,raw,recall,sub-011,3,38.666666666666664
4-c,conformer,raw,recall,sub-012,3,36.0
4-c,conformer,raw,recall,sub-013,3,34.666666666666664
4-c,conformer,raw,recall,sub-014,3,40.0
4-c,conformer,raw,recall,sub-015,3,34.0
4-c,conformer,raw,recall,sub-016,3,38.666666666666664
4-c,conformer,raw,recall,sub-017,3,36.0
4-c,conformer,raw,recall,sub-018,3,38.0
4-c,conformer,raw,recall,sub-019,3,36.666666666666664
4-c,conformer,raw,recall,sub-020,3,38.0
4-c,conformer,raw,watch,sub-001,3,42.0
4-c,conformer,raw,watch,sub-002,3,40.0
4-c,conformer,raw,watch,sub-003,3,32.666666666666664
4-c,conformer,raw,watch,sub-004,3,32.0
4-c,conformer,raw,watch,sub-005,3,39.333333333333336
4-c,conformer,raw,watch,sub-006,3,31.333333333333332
4-c,conformer,raw,watch,sub-007,3,36.666666666666664
4-c,conformer,raw,watch,sub-008,3,38.666666666666664
4-c,conformer,raw,watch,sub-009,3,43.333333333333336
4-c,conformer,raw,watch,sub-010,3,40.0
4-c,conformer,raw,watch,sub-011,3,38.0
4-c,conformer,raw,watch,sub-012,3,36.0
4-c,conformer,raw,watch,sub-013,3,34.0
4-c,conformer,raw,watch,sub-014,3,42.0
4-c,conformer,raw,watch,sub-015,3,36.666666666666664
4-c,conformer,raw,watch,sub-016,3,32.666666666666664
4-c,conformer,raw,watch,sub-017,3,39.333333333333336
4-c,conformer,raw,watch,sub-018,3,36.666666666666664
4-c,conformer,raw,watch,sub-019,3,36.666666666666664
4-c,conformer,raw,watch,sub-020,3,35.333333333333336
4-c,deepnet,raw,recall,sub-001,3,32.666666666666664
4-c,deepnet,raw,recall,sub-002,3,34.0
4-c,deepnet,raw,recall,sub-003,3,33.333333333333336
4-c,deepnet,raw,recall,sub-004,3,38.0
4-c,deepnet,raw,recall,sub-005,3,34.666666666666664
4-c,deepnet,raw,recall,sub-006,3,38.0
4-c,deepnet,raw,recall,sub-007,3,33.333333333333336
4-c,deepnet,raw,recall,sub-008,3,31.333333333333332
4-c,deepnet,raw,recall,sub-009,3,37.333333333333336
4-c,deepnet,raw,recall,sub-010,3,32.666666666666664
4-c,deepnet,raw,recall,sub-011,3,28.666666666666668
4-c,deepnet,raw,recall,sub-012,3,31.333333333333332
4-c,deepnet,raw,recall,sub-013,3,33.333333333333336
4-c,deepnet,raw,recall,sub-014,3,40.0
4-c,deepnet,raw,recall,sub-015,3,35.333333333333336
4-c,deepnet,raw,recall,sub-016,3,35.333333333333336
4-c,deepnet,raw,recall,sub-017,3,37.333333333333336
4-c,deepnet,raw,recall,sub-018,3,36.0
4-c,deepnet,raw,recall,sub-019,3,35.333333333333336
4-c,deepnet,raw,recall,sub-020,3,31.333333333333332
4-c,deepnet,raw,watch,sub-001,3,34.666666666666664
4-c,deepnet,raw,watch,sub-002,3,38.666666666666664
4-c,deepnet,raw,watch,sub-003,3,40.666666666666664
4-c,deepnet,raw,watch,sub-004,3,36.666666666666664
4-c,deepnet,raw,watch,sub-005,3,40.0
4-c,deepnet,raw,watch,sub-006,3,37.333333333333336
4-c,deepnet,raw,watch,sub-007,3,40.666666666666664
4-c,deepnet,raw,watch,sub-008,3,38.666666666666664
4-c,deepnet,raw,watch,sub-009,3,44.666666666666664
4-c,deepnet,raw,watch,sub-010,3,44.0
4-c,deepnet,raw,watch,sub-011,3,35.333333333333336
4-c,deepnet,raw,watch,sub-012,3,36.666666666666664
4-c,deepnet,raw,watch,sub-013,3,38.666666666666664
4-c,deepnet,raw,watch,sub-014,3,44.666666666666664
4-c,deepnet,raw,watch,sub-015,3,36.0
4-c,deepnet,raw,watch,sub-016,3,37.333333333333336
4-c,deepnet,raw,watch,sub-017,3,42.666666666666664
4-c,deepnet,raw,watch,sub-018,3,32.0
4-c,deepnet,raw,watch,sub-019,3,38.0
4-c,deepnet,raw,watch,sub-020,3,40.0
4-c,eegnet,raw,recall,sub-001,3,34.666666666666664
4-c,eegnet,raw,recall,sub-002,3,39.333333333333336
4-c,eegnet,raw,recall,sub-003,3,34.0
4-c,eegnet,raw,recall,sub-004,3,30.666666666666668
4-c,eegnet,raw,recall,sub-005,3,30.0
4-c,eegnet,raw,recall,sub-006,3,36.666666666666664
4-c,eegnet,raw,recall,sub-007,3,30.666666666666668
4-c,eegnet,raw,recall,sub-008,3,30.0
4-c,eegnet,raw,recall,sub-009,3,37.333333333333336
4-c,eegnet,raw,recall,sub-010,3,32.666666666666664
4-c,eegnet,raw,recall,sub-011,3,30.666666666666668
4-c,eegnet,raw,recall,sub-012,3,35.333333333333336
4-c,eegnet,raw,recall,sub-013,3,32.0
4-c,eegnet,raw,recall,sub-014,3,40.0
4-c,eegnet,raw,recall,sub-015,3,33.333333333333336
4-c,eegnet,raw,recall,sub-016,3,34.666666666666664
4-c,eegnet,raw,recall,sub-017,3,38.666666666666664
4-c,eegnet,raw,recall,sub-018,3,38.0
4-c,eegnet,raw,recall,sub-019,3,32.666666666666664
4-c,eegnet,raw,recall,sub-020,3,30.666666666666668
4-c,eegnet,raw,watch,sub-001,3,32.0
4-c,eegnet,raw,watch,sub-002,3,39.333333333333336
4-c,eegnet,raw,watch,sub-003,3,38.0
4-c,eegnet,raw,watch,sub-004,3,33.333333333333336
4-c,eegnet,raw,watch,sub-005,3,42.0
4-c,eegnet,raw,watch,sub-006,3,38.0
4-c,eegnet,raw,watch,sub-007,3,30.666666666666668
4-c,eegnet,raw,watch,sub-008,3,36.666666666666664
4-c,eegnet,raw,watch,sub-009,3,35.333333333333336
4-c,eegnet,raw,watch,sub-010,3,37.333333333333336
4-c,eegnet,raw,watch,sub-011,3,32.666666666666664
4-c,eegnet,raw,watch,sub-012,3,38.666666666666664
4-c,eegnet,raw,watch,sub-013,3,42.0
4-c,eegnet,raw,watch,sub-014,3,39.333333333333336
4-c,eegnet,raw,watch,sub-015,3,39.333333333333336
4-c,eegnet,raw,watch,sub-016,3,36.0
4-c,eegnet,raw,watch,sub-017,3,40.666666666666664
4-c,eegnet,raw,watch,sub-018,3,36.666666666666664
4-c,eegnet,raw,watch,sub-019,3,40.0
4-c,eegnet,raw,watch,sub-020,3,42.666666666666664
4-c,glfnet,raw,recall,sub-001,3,32.0
4-c,glfnet,raw,recall,sub-002,3,34.0
4-c,glfnet,raw,recall,sub-003,3,31.333333333333332
4-c,glfnet,raw,recall,sub-004,3,34.666666666666664
4-c,glfnet,raw,recall,sub-005,3,34.666666666666664
4-c,glfnet,raw,recall,sub-006,3,38.0
4-c,glfnet,raw,recall,sub-007,3,32.0
4-c,glfnet,raw,recall,sub-008,3,29.333333333333332
4-c,glfnet,raw,recall,sub-009,3,36.0
4-c,glfnet,raw,recall,sub-010,3,33.333333333333336
4-c,glfnet,raw,recall,sub-011,3,33.333333333333336
4-c,glfnet,raw,recall,sub-012,3,34.0
4-c,glfnet,raw,recall,sub-013,3,34.666666666666664
4-c,glfnet,raw,recall,sub-014,3,34.666666666666664
4-c,glfnet,raw,recall,sub-015,3,28.666666666666668
4-c,glfnet,raw,recall,sub-016,3,36.666666666666664
4-c,glfnet,raw,recall,sub-017,3,34.666666666666664
4-c,glfnet,raw,recall,sub-018,3,36.666666666666664
4-c,glfnet,raw,recall,sub-019,3,33.333333333333336
4-c,glfnet,raw,recall,sub-020,3,31.333333333333332
4-c,glfnet,raw,watch,sub-001,3,40.0
4-c,glfnet,raw,watch,sub-002,3,43.333333333333336
4-c,glfnet,raw,watch,sub-003,3,36.0
4-c,glfnet,raw,watch,sub-004,3,38.666666666666664
4-c,glfnet,raw,watch,sub-005,3,37.333333333333336
4-c,glfnet,raw,watch,sub-006,3,41.333333333333336
4-c,glfnet,raw,watch,sub-007,3,36.666666666666664
4-c,glfnet,raw,watch,sub-008,3,36.666666666666664
4-c,glfnet,raw,watch,sub-009,3,46.0
4-c,glfnet,raw,watch,sub-010,3,38.0
4-c,glfnet,raw,watch,sub-011,3,38.0
4-c,glfnet,raw,watch,sub-012,3,40.0
4-c,glfnet,raw,watch,sub-013,3,39.333333333333336
4-c,glfnet,raw,watch,sub-014,3,40.0
4-c,glfnet,raw,watch,sub-015,3,34.666666666666664
4-c,glfnet,raw,watch,sub-016,3,38.0
4-c,glfnet,raw,watch,sub-017,3,38.666666666666664
4-c,glfnet,raw,watch,sub-018,3,37.333333333333336
4-c,glfnet,raw,watch,sub-019,3,43.333333333333336
4-c,glfnet,raw,watch,sub-020,3,47.333333333333336
4-c,glfnet_mlp,de,recall,sub-001,3,30.666666666666668
4-c,glfnet_mlp,de,recall,sub-002,3,32.0
4-c,glfnet_mlp,de,recall,sub-003,3,34.666666666666664
4-c,glfnet_mlp,de,recall,sub-004,3,36.666666666666664
4-c,glfnet_mlp,de,recall,sub-005,3,32.0
4-c,glfnet_mlp,de,recall,sub-006,3,37.333333333333336
4-c,glfnet_mlp,de,recall,sub-007,3,36.666666666666664
4-c,glfnet_mlp,de,recall,sub-008,3,34.0
4-c,glfnet_mlp,de,recall,sub-009,3,40.0
4-c,glfnet_mlp,de,recall,sub-010,3,32.666666666666664
4-c,glfnet_mlp,de,recall,sub-011,3,35.333333333333336
4-c,glfnet_mlp,de,recall,sub-012,3,36.0
4-c,glfnet_mlp,de,recall,sub-013,3,33.333333333333336
4-c,glfnet_mlp,de,recall,sub-014,3,32.666666666666664
4-c,glfnet_mlp,de,recall,sub-015,3,34.0
4-c,glfnet_mlp,de,recall,sub-016,3,33.333333333333336
4-c,glfnet_mlp,de,recall,sub-017,3,34.666666666666664
4-c,glfnet_mlp,de,recall,sub-018,3,36.0
4-c,glfnet_mlp,de,recall,sub-019,3,35.333333333333336
4-c,glfnet_mlp,de,recall,sub-020,3,34.666666666666664
4-c,glfnet_mlp,de,watch,sub-001,3,35.333333333333336
4-c,glfnet_mlp,de,watch,sub-002,3,36.666666666666664
4-c,glfnet_mlp,de,watch,sub-003,3,37.333333333333336
4-c,glfnet_mlp,de,watch,sub-004,3,37.333333333333336
4-c,glfnet_mlp,de,watch,sub-005,3,36.666666666666664
4-c,glfnet_mlp,de,watch,sub-006,3,40.666666666666664
4-c,glfnet_mlp,de,watch,sub-007,3,38.0
4-c,glfnet_mlp,de,watch,sub-008,3,36.666666666666664
4-c,glfnet_mlp,de,watch,sub-009,3,37.333333333333336
4-c,glfnet_mlp,de,watch,sub-010,3,34.0
4-c,glfnet_mlp,de,watch,sub-011,3,42.0
4-c,glfnet_mlp,de,watch,sub-012,3,35.333333333333336
4-c,glfnet_mlp,de,watch,sub-013,3,32.666666666666664
4-c,glfnet_mlp,de,watch,sub-014,3,36.666666666666664
4-c,glfnet_mlp,de,watch,sub-015,3,36.666666666666664
4-c,glfnet_mlp,de,watch,sub-016,3,36.0
4-c,glfnet_mlp,de,watch,sub-017,3,37.333333333333336
4-c,glfnet_mlp,de,watch,sub-018,3,33.333333333333336
4-c,glfnet_mlp,de,watch,sub-019,3,36.0
4-c,glfnet_mlp,de,watch,sub-020,3,38.666666666666664
4-c,glfnet_mlp,psd,recall,sub-001,3,34.0
4-c,glfnet_mlp,psd,recall,sub-002,3,35.333333333333336
4-c,glfnet_mlp,psd,recall,sub-003,3,28.0
4-c,glfnet_mlp,psd,recall,sub-004,3,35.333333333333336
4-c,glfnet_mlp,psd,recall,sub-005,3,31.333333333333332
4-c,glfnet_mlp,psd,recall,sub-006,3,36.0
4-c,glfnet_mlp,psd,recall,sub-007,3,32.0
4-c,glfnet_mlp,psd,recall,sub-008,3,39.333333333333336
4-c,glfnet_mlp,psd,recall,sub-009,3,34.666666666666664
4-c,glfnet_mlp,psd,recall,sub-010,3,33.333333333333336
4-c,glfnet_mlp,psd,recall,sub-011,3,40.0
4-c,glfnet_mlp,psd,recall,sub-012,3,32.0
4-c,glfnet_mlp,psd,recall,sub-013,3,35.333333333333336
4-c,glfnet_mlp,psd,recall,sub-014,3,32.0
4-c,glfnet_mlp,psd,recall,sub-015,3,31.333333333333332
4-c,glfnet_mlp,psd,recall,sub-016,3,32.666666666666664
4-c,glfnet_mlp,psd,recall,sub-017,3,34.0
4-c,glfnet_mlp,psd,recall,sub-018,3,34.0
4-c,glfnet_mlp,psd,recall,sub-019,3,32.666666666666664
4-c,glfnet_mlp,psd,recall,sub-020,3,36.666666666666664
4-c,glfnet_mlp,psd,watch,sub-001,3,36.0
4-c,glfnet_mlp,psd,watch,sub-002,3,30.0
4-c,glfnet_mlp,psd,watch,sub-003,3,37.333333333333336
4-c,glfnet_mlp,psd,watch,sub-004,3,32.0
4-c,glfnet_mlp,psd,watch,sub-005,3,40.0
4-c,glfnet_mlp,psd,watch,sub-006,3,33.333333333333336
4-c,glfnet_mlp,psd,watch,sub-007,3,38.0
4-c,glfnet_mlp,psd,watch,sub-008,3,37.333333333333336
4-c,glfnet_mlp,psd,watch,sub-009,3,31.333333333333332
4-c,glfnet_mlp,psd,watch,sub-010,3,36.0
4-c,glfnet_mlp,psd,watch,sub-011,3,40.0
4-c,glfnet_mlp,psd,watch,sub-012,3,33.333333333333336
4-c,glfnet_mlp,psd,watch,sub-013,3,30.666666666666668
4-c,glfnet_mlp,psd,watch,sub-014,3,42.666666666666664
4-c,glfnet_mlp,psd,watch,sub-015,3,36.666666666666664
4-c,glfnet_mlp,psd,watch,sub-016,3,37.333333333333336
4-c,glfnet_mlp,psd,watch,sub-017,3,34.0
4-c,glfnet_mlp,psd,watch,sub-018,3,37.333333333333336
4-c,glfnet_mlp,psd,watch,sub-019,3,35.333333333333336
4-c,glfnet_mlp,psd,watch,sub-020,3,37.333333333333336
4-c,mlpnet,de,recall,sub-001,3,32.666666666666664
4-c,mlpnet,de,recall,sub-002,3,33.333333333333336
4-c,mlpnet,de,recall,sub-003,3,36.0
4-c,mlpnet,de,recall,sub-004,3,38.666666666666664
4-c,mlpnet,de,recall,sub-005,3,32.666666666666664
4-c,mlpnet,de,recall,sub-006,3,35.333333333333336
4-c,mlpnet,de,recall,sub-007,3,33.333333333333336
4-c,mlpnet,de,recall,sub-008,3,34.0
4-c,mlpnet,de,recall,sub-009,3,38.0
4-c,mlpnet,de,recall,sub-010,3,36.0
4-c,mlpnet,de,recall,sub-011,3,34.666666666666664
4-c,mlpnet,de,recall,sub-012,3,36.666666666666664
4-c,mlpnet,de,recall,sub-013,3,36.0
4-c,mlpnet,de,recall,sub-014,3,33.333333333333336
4-c,mlpnet,de,recall,sub-015,3,31.333333333333332
4-c,mlpnet,de,recall,sub-016,3,31.333333333333332
4-c,mlpnet,de,recall,sub-017,3,37.333333333333336
4-c,mlpnet,de,recall,sub-018,3,39.333333333333336
4-c,mlpnet,de,recall,sub-019,3,36.0
4-c,mlpnet,de,recall,sub-020,3,34.0
4-c,mlpnet,de,watch,sub-001,3,38.666666666666664
4-c,mlpnet,de,watch,sub-002,3,34.666666666666664
4-c,mlpnet,de,watch,sub-003,3,34.666666666666664
4-c,mlpnet,de,watch,sub-004,3,36.666666666666664
4-c,mlpnet,de,watch,sub-005,3,35.333333333333336
4-c,mlpnet,de,watch,sub-006,3,40.666666666666664
4-c,mlpnet,de,watch,sub-007,3,38.0
4-c,mlpnet,de,watch,sub-008,3,38.0
4-c,mlpnet,de,watch,sub-009,3,34.666666666666664
4-c,mlpnet,de,watch,sub-010,3,34.0
4-c,mlpnet,de,watch,sub-011,3,40.666666666666664
4-c,mlpnet,de,watch,sub-012,3,36.666666666666664
4-c,mlpnet,de,watch,sub-013,3,34.0
4-c,mlpnet,de,watch,sub-014,3,42.0
4-c,mlpnet,de,watch,sub-015,3,35.333333333333336
4-c,mlpnet,de,watch,sub-016,3,35.333333333333336
4-c,mlpnet,de,watch,sub-017,3,36.666666666666664
4-c,mlpnet,de,watch,sub-018,3,34.666666666666664
4-c,mlpnet,de,watch,sub-019,3,36.0
4-c,mlpnet,de,watch,sub-020,3,40.666666666666664
4-c,mlpnet,psd,recall,sub-001,3,30.0
4-c,mlpnet,psd,recall,sub-002,3,36.0
4-c,mlpnet,psd,recall,sub-003,3,28.0
4-c,mlpnet,psd,recall,sub-004,3,37.333333333333336
4-c,mlpnet,psd,recall,sub-005,3,32.0
4-c,mlpnet,psd,recall,sub-006,3,36.0
4-c,mlpnet,psd,recall,sub-007,3,37.333333333333336
4-c,mlpnet,psd,recall,sub-008,3,39.333333333333336
4-c,mlpnet,psd,recall,sub-009,3,35.333333333333336
4-c,mlpnet,psd,recall,sub-010,3,32.0
4-c,mlpnet,psd,recall,sub-011,3,34.0
4-c,mlpnet,psd,recall,sub-012,3,31.333333333333332
4-c,mlpnet,psd,recall,sub-013,3,31.333333333333332
4-c,mlpnet,psd,recall,sub-014,3,34.0
4-c,mlpnet,psd,recall,sub-015,3,28.666666666666668
4-c,mlpnet,psd,recall,sub-016,3,29.333333333333332
4-c,mlpnet,psd,recall,sub-017,3,34.0
4-c,mlpnet,psd,recall,sub-018,3,36.0
4-c,mlpnet,psd,recall,sub-019,3,29.333333333333332
4-c,mlpnet,psd,recall,sub-020,3,35.333333333333336
4-c,mlpnet,psd,watch,sub-001,3,38.666666666666664
4-c,mlpnet,psd,watch,sub-002,3,33.333333333333336
4-c,mlpnet,psd,watch,sub-003,3,36.0
4-c,mlpnet,psd,watch,sub-004,3,35.333333333333336
4-c,mlpnet,psd,watch,sub-005,3,38.666666666666664
4-c,mlpnet,psd,watch,sub-006,3,34.666666666666664
4-c,mlpnet,psd,watch,sub-007,3,34.0
4-c,mlpnet,psd,watch,sub-008,3,35.333333333333336
4-c,mlpnet,psd,watch,sub-009,3,32.0
4-c,mlpnet,psd,watch,sub-010,3,36.666666666666664
4-c,mlpnet,psd,watch,sub-011,3,37.333333333333336
4-c,mlpnet,psd,watch,sub-012,3,31.333333333333332
4-c,mlpnet,psd,watch,sub-013,3,32.0
4-c,mlpnet,psd,watch,sub-014,3,41.333333333333336
4-c,mlpnet,psd,watch,sub-015,3,36.0
4-c,mlpnet,psd,watch,sub-016,3,34.666666666666664
4-c,mlpnet,psd,watch,sub-017,3,33.333333333333336
4-c,mlpnet,psd,watch,sub-018,3,34.0
4-c,mlpnet,psd,watch,sub-019,3,33.333333333333336
4-c,mlpnet,psd,watch,sub-020,3,36.0
4-c,shallownet,raw,recall,sub-001,3,33.333333333333336
4-c,shallownet,raw,recall,sub-002,3,32.666666666666664
4-c,shallownet,raw,recall,sub-003,3,33.333333333333336
4-c,shallownet,raw,recall,sub-004,3,31.333333333333332
4-c,shallownet,raw,recall,sub-005,3,32.666666666666664
4-c,shallownet,raw,recall,sub-006,3,31.333333333333332
4-c,shallownet,raw,recall,sub-007,3,34.666666666666664
4-c,shallownet,raw,recall,sub-008,3,28.666666666666668
4-c,shallownet,raw,recall,sub-009,3,35.333333333333336
4-c,shallownet,raw,recall,sub-010,3,32.666666666666664
4-c,shallownet,raw,recall,sub-011,3,32.0
4-c,shallownet,raw,recall,sub-012,3,34.666666666666664
4-c,shallownet,raw,recall,sub-013,3,36.0
4-c,shallownet,raw,recall,sub-014,3,36.666666666666664
4-c,shallownet,raw,recall,sub-015,3,27.333333333333332
4-c,shallownet,raw,recall,sub-016,3,38.0
4-c,shallownet,raw,recall,sub-017,3,38.0
4-c,shallownet,raw,recall,sub-018,3,41.333333333333336
4-c,shallownet,raw,recall,sub-019,3,34.666666666666664
4-c,shallownet,raw,recall,sub-020,3,34.666666666666664
4-c,shallownet,raw,watch,sub-001,3,44.666666666666664
4-c,shallownet,raw,watch,sub-002,3,39.333333333333336
4-c,shallownet,raw,watch,sub-003,3,39.333333333333336
4-c,shallownet,raw,watch,sub-004,3,34.0
4-c,shallownet,raw,watch,sub-005,3,38.0
4-c,shallownet,raw,watch,sub-006,3,38.666666666666664
4-c,shallownet,raw,watch,sub-007,3,36.666666666666664
4-c,shallownet,raw,watch,sub-008,3,38.0
4-c,shallownet,raw,watch,sub-009,3,43.333333333333336
4-c,shallownet,raw,watch,sub-010,3,35.333333333333336
4-c,shallownet,raw,watch,sub-011,3,36.666666666666664
4-c,shallownet,raw,watch,sub-012,3,35.333333333333336
4-c,shallownet,raw,watch,sub-013,3,42.0
4-c,shallownet,raw,watch,sub-014,3,40.0
4-c,shallownet,raw,watch,sub-015,3,34.666666666666664
4-c,shallownet,raw,watch,sub-016,3,32.666666666666664
4-c,shallownet,raw,watch,sub-017,3,37.333333333333336
4-c,shallownet,raw,watch,sub-018,3,34.0
4-c,shallownet,raw,watch,sub-019,3,39.333333333333336
4-c,shallownet,raw,watch,sub-020,3,46.0
4-c,svm,raw,recall,sub-001,3,28.0
4-c,svm,raw,recall,sub-002,3,23.333333333333332
4-c,svm,raw,recall,sub-003,3,21.333333333333332
4-c,svm,raw,recall,sub-004,3,17.333333333333332
4-c,svm,raw,recall,sub-005,3,23.333333333333332
4-c,svm,raw,recall,sub-006,3,22.666666666666668
4-c,svm,raw,recall,sub-007,3,23.333333333333332
4-c,svm,raw,recall,sub-008,3,18.0
4-c,svm,raw,recall,sub-009,3,24.0
4-c,svm,raw,recall,sub-010,3,24.666666666666668
4-c,svm,raw,recall,sub-011,3,26.666666666666668
4-c,svm,raw,recall,sub-012,3,26.666666666666668
4-c,svm,raw,recall,sub-013,3,21.333333333333332
4-c,svm,raw,recall,sub-014,3,25.333333333333332
4-c,svm,raw,recall,sub-015,3,18.0
4-c,svm,raw,recall,sub-016,3,21.333333333333332
4-c,svm,raw,recall,sub-017,3,22.0
4-c,svm,raw,recall,sub-018,3,23.333333333333332
4-c,svm,raw,recall,sub-019,3,22.666666666666668
4-c,svm,raw,recall,sub-020,3,27.333333333333332
4-c,svm,raw,watch,sub-001,3,28.666666666666668
4-c,svm,raw,watch,sub-002,3,25.333333333333332
4-c,svm,raw,watch,sub-003,3,32.666666666666664
4-c,svm,raw,watch,sub-004,3,27.333333333333332
4-c,svm,raw,watch,sub-005,3,30.666666666666668
4-c,svm,raw,watch,sub-006,3,25.333333333333332
4-c,svm,raw,watch,sub-007,3,26.666666666666668
4-c,svm,raw,watch,sub-008,3,26.666666666666668
4-c,svm,raw,watch,sub-009,3,25.333333333333332
4-c,svm,raw,watch,sub-010,3,27.333333333333332
4-c,svm,raw,watch,sub-011,3,26.0
4-c,svm,raw,watch,sub-012,3,22.0
4-c,svm,raw,watch,sub-013,3,30.0
4-c,svm,raw,watch,sub-014,3,26.666666666666668
4-c,svm,raw,watch,sub-015,3,28.0
4-c,svm,raw,watch,sub-016,3,32.0
4-c,svm,raw,watch,sub-017,3,27.333333333333332
4-c,svm,raw,watch,sub-018,3,22.666666666666668
4-c,svm,raw,watch,sub-019,3,32.0
4-c,svm,raw,watch,sub-020,3,25.333333333333332
4-c,tsconv,raw,recall,sub-001,3,34.0
4-c,tsconv,raw,recall,sub-002,3,35.333333333333336
4-c,tsconv,raw,recall,sub-003,3,35.333333333333336
4-c,tsconv,raw,recall,sub-004,3,31.333333333333332
4-c,tsconv,raw,recall,sub-005,3,32.666666666666664
4-c,tsconv,raw,recall,sub-006,3,32.0
4-c,tsconv,raw,recall,sub-007,3,36.0
4-c,tsconv,raw,recall,sub-008,3,33.333333333333336
4-c,tsconv,raw,recall,sub-009,3,37.333333333333336
4-c,tsconv,raw,recall,sub-010,3,31.333333333333332
4-c,tsconv,raw,recall,sub-011,3,38.0
4-c,tsconv,raw,recall,sub-012,3,30.666666666666668
4-c,tsconv,raw,recall,sub-013,3,35.333333333333336
4-c,tsconv,raw,recall,sub-014,3,37.333333333333336
