task,model,feature,condition,subject_id,sessions,accuracy_percent
fast_slow,eegnet,raw,recall,sub-009,3,56.666666666666664
fast_slow,eegnet,raw,recall,sub-010,3,58.666666666666664
fast_slow,eegnet,raw,recall,sub-011,3,66.66666666666667
fast_slow,eegnet,raw,recall,sub-012,3,62.0
fast_slow,eegnet,raw,recall,sub-013,3,60.0
fast_slow,eegnet,raw,recall,sub-014,3,60.0
fast_slow,eegnet,raw,recall,sub-015,3,60.666666666666664
fast_slow,eegnet,raw,recall,sub-016,3,58.666666666666664
fast_slow,eegnet,raw,recall,sub-017,3,59.333333333333336
fast_slow,eegnet,raw,recall,sub-018,3,54.666666666666664
fast_slow,eegnet,raw,recall,sub-019,3,56.0
fast_slow,eegnet,raw,recall,sub-020,3,56.0
fast_slow,eegnet,raw,watch,sub-001,3,62.666666666666664
fast_slow,eegnet,raw,watch,sub-002,3,64.66666666666667
fast_slow,eegnet,raw,watch,sub-003,3,60.0
fast_slow,eegnet,raw,watch,sub-004,3,66.66666666666667
fast_slow,eegnet,raw,watch,sub-005,3,66.66666666666667
fast_slow,eegnet,raw,watch,sub-006,3,64.0
fast_slow,eegnet,raw,watch,sub-007,3,63.333333333333336
fast_slow,eegnet,raw,watch,sub-008,3,60.0
fast_slow,eegnet,raw,watch,sub-009,3,58.666666666666664
fast_slow,eegnet,raw,watch,sub-010,3,59.333333333333336
fast_slow,eegnet,raw,watch,sub-011,3,64.66666666666667
fast_slow,eegnet,raw,watch,sub-012,3,64.66666666666667
fast_slow,eegnet,raw,watch,sub-013,3,54.666666666666664
fast_slow,eegnet,raw,watch,sub-014,3,61.333333333333336
fast_slow,eegnet,raw,watch,sub-015,3,60.0
fast_slow,eegnet,raw,watch,sub-016,3,57.333333333333336
fast_slow,eegnet,raw,watch,sub-017,3,63.333333333333336
fast_slow,eegnet,raw,watch,sub-018,3,58.666666666666664
fast_slow,eegnet,raw,watch,sub-019,3,60.0
fast_slow,eegnet,raw,watch,sub-020,3,60.0
fast_slow,glfnet,raw,recall,sub-001,3,62.0
fast_slow,glfnet,raw,recall,sub-002,3,62.666666666666664
fast_slow,glfnet,raw,recall,sub-003,3,60.0
fast_slow,glfnet,raw,recall,sub-004,3,62.0
fast_slow,glfnet,raw,recall,sub-005,3,61.333333333333336
fast_slow,glfnet,raw,recall,sub-006,3,60.0
fast_slow,glfnet,raw,recall,sub-007,3,58.666666666666664
fast_slow,glfnet,raw,recall,sub-008,3,64.66666666666667
fast_slow,glfnet,raw,recall,sub-009,3,59.333333333333336
fast_slow,glfnet,raw,recall,sub-010,3,64.0
fast_slow,glfnet,raw,recall,sub-011,3,63.333333333333336
fast_slow,glfnet,raw,recall,sub-012,3,60.666666666666664
fast_slow,glfnet,raw,recall,sub-013,3,62.0
fast_slow,glfnet,raw,recall,sub-014,3,66.66666666666667
fast_slow,glfnet,raw,recall,sub-015,3,60.0
fast_slow,glfnet,raw,recall,sub-016,3,62.0
fast_slow,glfnet,raw,recall,sub-017,3,60.666666666666664
fast_slow,glfnet,raw,recall,sub-018,3,59.333333333333336
fast_slow,glfnet,raw,recall,sub-019,3,51.333333333333336
fast_slow,glfnet,raw,recall,sub-020,3,57.333333333333336
fast_slow,glfnet,raw,watch,sub-001,3,56.0
fast_slow,glfnet,raw,watch,sub-002,3,59.333333333333336
fast_slow,glfnet,raw,watch,sub-003,3,66.0
fast_slow,glfnet,raw,watch,sub-004,3,64.66666666666667
fast_slow,glfnet,raw,watch,sub-005,3,60.0
fast_slow,glfnet,raw,watch,sub-006,3,61.333333333333336
fast_slow,glfnet,raw,watch,sub-007,3,63.333333333333336
fast_slow,glfnet,raw,watch,sub-008,3,66.0
fast_slow,glfnet,raw,watch,sub-009,3,64.0
fast_slow,glfnet,raw,watch,sub-010,3,58.0
fast_slow,glfnet,raw,watch,sub-011,3,62.0
fast_slow,glfnet,raw,watch,sub-012,3,60.0
fast_slow,glfnet,raw,watch,sub-013,3,62.0
fast_slow,glfnet,raw,watch,sub-014,3,60.666666666666664
fast_slow,glfnet,raw,watch,sub-015,3,64.66666666666667
fast_slow,glfnet,raw,watch,sub-016,3,58.666666666666664
fast_slow,glfnet,raw,watch,sub-017,3,60.666666666666664
fast_slow,glfnet,raw,watch,sub-018,3,58.0
fast_slow,glfnet,raw,watch,sub-019,3,60.0
fast_slow,glfnet,raw,watch,sub-020,3,60.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-001,3,55.333333333333336
fast_slow,glfnet_mlp,de,recall,sub-002,3,60.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-003,3,62.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-004,3,62.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-005,3,60.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-006,3,64.66666666666667
fast_slow,glfnet_mlp,de,recall,sub-007,3,54.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-008,3,55.333333333333336
fast_slow,glfnet_mlp,de,recall,sub-009,3,60.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-010,3,60.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-011,3,62.666666666666664
fast_slow,glfnet_mlp,de,recall,sub-012,3,61.333333333333336
fast_slow,glfnet_mlp,de,recall,sub-013,3,59.333333333333336
fast_slow,glfnet_mlp,de,recall,sub-014,3,57.333333333333336
fast_slow,glfnet_mlp,de,recall,sub-015,3,64.0
fast_slow,glfnet_mlp,de,recall,sub-016,3,61.333333333333336
fast_slow,glfnet_mlp,de,recall,sub-017,3,65.33333333333333
fast_slow,glfnet_mlp,de,recall,sub-018,3,66.0
fast_slow,glfnet_mlp,de,recall,sub-019,3,58.0
fast_slow,glfnet_mlp,de,recall,sub-020,3,62.0
fast_slow,glfnet_mlp,de,watch,sub-001,3,62.666666666666664
fast_slow,glfnet_mlp,de,watch,sub-002,3,58.666666666666664
fast_slow,glfnet_mlp,de,watch,sub-003,3,58.0
fast_slow,glfnet_mlp,de,watch,sub-004,3,62.666666666666664
fast_slow,glfnet_mlp,de,watch,sub-005,3,57.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-006,3,63.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-007,3,61.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-008,3,57.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-009,3,58.0
fast_slow,glfnet_mlp,de,watch,sub-010,3,63.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-011,3,66.66666666666667
fast_slow,glfnet_mlp,de,watch,sub-012,3,63.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-013,3,62.666666666666664
fast_slow,glfnet_mlp,de,watch,sub-014,3,61.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-015,3,66.66666666666667
fast_slow,glfnet_mlp,de,watch,sub-016,3,59.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-017,3,61.333333333333336
fast_slow,glfnet_mlp,de,watch,sub-018,3,66.0
fast_slow,glfnet_mlp,de,watch,sub-019,3,66.66666666666667
fast_slow,glfnet_mlp,de,watch,sub-020,3,58.0
fast_slow,glfnet_mlp,psd,recall,sub-001,3,58.0
fast_slow,glfnet_mlp,psd,recall,sub-002,3,56.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-003,3,60.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-004,3,62.0
fast_slow,glfnet_mlp,psd,recall,sub-005,3,53.333333333333336
fast_slow,glfnet_mlp,psd,recall,sub-006,3,62.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-007,3,57.333333333333336
fast_slow,glfnet_mlp,psd,recall,sub-008,3,57.333333333333336
fast_slow,glfnet_mlp,psd,recall,sub-009,3,56.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-010,3,56.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-011,3,58.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-012,3,62.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-013,3,62.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-014,3,58.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-015,3,64.0
fast_slow,glfnet_mlp,psd,recall,sub-016,3,61.333333333333336
fast_slow,glfnet_mlp,psd,recall,sub-017,3,64.0
fast_slow,glfnet_mlp,psd,recall,sub-018,3,60.0
fast_slow,glfnet_mlp,psd,recall,sub-019,3,56.666666666666664
fast_slow,glfnet_mlp,psd,recall,sub-020,3,59.333333333333336
fast_slow,glfnet_mlp,psd,watch,sub-001,3,64.0
fast_slow,glfnet_mlp,psd,watch,sub-002,3,60.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-003,3,62.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-004,3,58.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-005,3,61.333333333333336
fast_slow,glfnet_mlp,psd,watch,sub-006,3,64.66666666666667
fast_slow,glfnet_mlp,psd,watch,sub-007,3,54.0
fast_slow,glfnet_mlp,psd,watch,sub-008,3,60.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-009,3,66.66666666666667
fast_slow,glfnet_mlp,psd,watch,sub-010,3,56.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-011,3,63.333333333333336
fast_slow,glfnet_mlp,psd,watch,sub-012,3,60.0
fast_slow,glfnet_mlp,psd,watch,sub-013,3,59.333333333333336
fast_slow,glfnet_mlp,psd,watch,sub-014,3,58.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-015,3,58.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-016,3,59.333333333333336
fast_slow,glfnet_mlp,psd,watch,sub-017,3,58.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-018,3,58.666666666666664
fast_slow,glfnet_mlp,psd,watch,sub-019,3,59.333333333333336
fast_slow,glfnet_mlp,psd,watch,sub-020,3,60.0
fast_slow,mlpnet,de,recall,sub-001,3,63.333333333333336
fast_slow,mlpnet,de,recall,sub-002,3,60.0
fast_slow,mlpnet,de,recall,sub-003,3,65.33333333333333
fast_slow,mlpnet,de,recall,sub-004,3,59.333333333333336
fast_slow,mlpnet,de,recall,sub-005,3,58.666666666666664
fast_slow,mlpnet,de,recall,sub-006,3,64.66666666666667
fast_slow,mlpnet,de,recall,sub-007,3,58.0
fast_slow,mlpnet,de,recall,sub-008,3,56.666666666666664
fast_slow,mlpnet,de,recall,sub-009,3,64.66666666666667
fast_slow,mlpnet,de,recall,sub-010,3,57.333333333333336
fast_slow,mlpnet,de,recall,sub-011,3,60.0
fast_slow,mlpnet,de,recall,sub-012,3,64.66666666666667
fast_slow,mlpnet,de,recall,sub-013,3,61.333333333333336
fast_slow,mlpnet,de,recall,sub-014,3,59.333333333333336
fast_slow,mlpnet,de,recall,sub-015,3,61.333333333333336
fast_slow,mlpnet,de,recall,sub-016,3,60.666666666666664
fast_slow,mlpnet,de,recall,sub-017,3,61.333333333333336
fast_slow,mlpnet,de,recall,sub-018,3,59.333333333333336
fast_slow,mlpnet,de,recall,sub-019,3,58.0
fast_slow,mlpnet,de,recall,sub-020,3,57.333333333333336
fast_slow,mlpnet,de,watch,sub-001,3,62.666666666666664
fast_slow,mlpnet,de,watch,sub-002,3,58.666666666666664
fast_slow,mlpnet,de,watch,sub-003,3,60.666666666666664
fast_slow,mlpnet,de,watch,sub-004,3,60.0
fast_slow,mlpnet,de,watch,sub-005,3,60.666666666666664
fast_slow,mlpnet,de,watch,sub-006,3,65.33333333333333
fast_slow,mlpnet,de,watch,sub-007,3,56.666666666666664
fast_slow,mlpnet,de,watch,sub-008,3,60.0
fast_slow,mlpnet,de,watch,sub-009,3,62.666666666666664
fast_slow,mlpnet,de,watch,sub-010,3,59.333333333333336
fast_slow,mlpnet,de,watch,sub-011,3,62.0
fast_slow,mlpnet,de,watch,sub-012,3,60.666666666666664
fast_slow,mlpnet,de,watch,sub-013,3,60.666666666666664
fast_slow,mlpnet,de,watch,sub-014,3,60.666666666666664
fast_slow,mlpnet,de,watch,sub-015,3,67.33333333333333
fast_slow,mlpnet,de,watch,sub-016,3,61.333333333333336
fast_slow,mlpnet,de,watch,sub-017,3,58.0
fast_slow,mlpnet,de,watch,sub-018,3,60.666666666666664
fast_slow,mlpnet,de,watch,sub-019,3,61.333333333333336
fast_slow,mlpnet,de,watch,sub-020,3,60.666666666666664
fast_slow,mlpnet,psd,recall,sub-001,3,55.333333333333336
fast_slow,mlpnet,psd,recall,sub-002,3,58.666666666666664
fast_slow,mlpnet,psd,recall,sub-003,3,53.333333333333336
fast_slow,mlpnet,psd,recall,sub-004,3,54.666666666666664
fast_slow,mlpnet,psd,recall,sub-005,3,47.333333333333336
fast_slow,mlpnet,psd,recall,sub-006,3,60.0
fast_slow,mlpnet,psd,recall,sub-007,3,56.0
fast_slow,mlpnet,psd,recall,sub-008,3,58.666666666666664
fast_slow,mlpnet,psd,recall,sub-009,3,55.333333333333336
fast_slow,mlpnet,psd,recall,sub-010,3,53.333333333333336
fast_slow,mlpnet,psd,recall,sub-011,3,55.333333333333336
fast_slow,mlpnet,psd,recall,sub-012,3,58.666666666666664
fast_slow,mlpnet,psd,recall,sub-013,3,61.333333333333336
fast_slow,mlpnet,psd,recall,sub-014,3,64.66666666666667
fast_slow,mlpnet,psd,recall,sub-015,3,52.666666666666664
fast_slow,mlpnet,psd,recall,sub-016,3,57.333333333333336
fast_slow,mlpnet,psd,recall,sub-017,3,62.666666666666664
fast_slow,mlpnet,psd,recall,sub-018,3,56.666666666666664
fast_slow,mlpnet,psd,recall,sub-019,3,50.0
fast_slow,mlpnet,psd,recall,sub-020,3,55.333333333333336
fast_slow,mlpnet,psd,watch,sub-001,3,56.0
fast_slow,mlpnet,psd,watch,sub-002,3,58.666666666666664
fast_slow,mlpnet,psd,watch,sub-003,3,60.0
fast_slow,mlpnet,psd,watch,sub-004,3,58.666666666666664
fast_slow,mlpnet,psd,watch,sub-005,3,56.666666666666664
fast_slow,mlpnet,psd,watch,sub-006,3,64.0
fast_slow,mlpnet,psd,watch,sub-007,3,52.0
fast_slow,mlpnet,psd,watch,sub-008,3,56.0
fast_slow,mlpnet,psd,watch,sub-009,3,66.0
fast_slow,mlpnet,psd,watch,sub-010,3,54.0
fast_slow,mlpnet,psd,watch,sub-011,3,57.333333333333336
fast_slow,mlpnet,psd,watch,sub-012,3,56.0
fast_slow,mlpnet,psd,watch,sub-013,3,58.0
fast_slow,mlpnet,psd,watch,sub-014,3,56.666666666666664
fast_slow,mlpnet,psd,watch,sub-015,3,57.333333333333336
fast_slow,mlpnet,psd,watch,sub-016,3,53.333333333333336
fast_slow,mlpnet,psd,watch,sub-017,3,58.0
fast_slow,mlpnet,psd,watch,sub-018,3,53.333333333333336
fast_slow,mlpnet,psd,watch,sub-019,3,57.333333333333336
fast_slow,mlpnet,psd,watch,sub-020,3,60.0
fast_slow,shallownet,raw,recall,sub-001,3,60.666666666666664
fast_slow,shallownet,raw,recall,sub-002,3,62.666666666666664
fast_slow,shallownet,raw,recall,sub-003,3,54.666666666666664
fast_slow,shallownet,raw,recall,sub-004,3,61.333333333333336
fast_slow,shallownet,raw,recall,sub-005,3,61.333333333333336
fast_slow,shallownet,raw,recall,sub-006,3,59.333333333333336
fast_slow,shallownet,raw,recall,sub-007,3,58.0
fast_slow,shallownet,raw,recall,sub-008,3,64.0
fast_slow,shallownet,raw,recall,sub-009,3,59.333333333333336
fast_slow,shallownet,raw,recall,sub-010,3,65.33333333333333
fast_slow,shallownet,raw,recall,sub-011,3,61.333333333333336
fast_slow,shallownet,raw,recall,sub-012,3,61.333333333333336
fast_slow,shallownet,raw,recall,sub-013,3,63.333333333333336
fast_slow,shallownet,raw,recall,sub-014,3,66.0
fast_slow,shallownet,raw,recall,sub-015,3,61.333333333333336
fast_slow,shallownet,raw,recall,sub-016,3,64.0
fast_slow,shallownet,raw,recall,sub-017,3,62.0
fast_slow,shallownet,raw,recall,sub-018,3,64.0
fast_slow,shallownet,raw,recall,sub-019,3,54.0
fast_slow,shallownet,raw,recall,sub-020,3,56.666666666666664
fast_slow,shallownet,raw,watch,sub-001,3,58.0
fast_slow,shallownet,raw,watch,sub-002,3,56.0
fast_slow,shallownet,raw,watch,sub-003,3,66.66666666666667
fast_slow,shallownet,raw,watch,sub-004,3,64.0
fast_slow,shallownet,raw,watch,sub-005,3,60.666666666666664
fast_slow,shallownet,raw,watch,sub-006,3,64.66666666666667
fast_slow,shallownet,raw,watch,sub-007,3,61.333333333333336
fast_slow,shallownet,raw,watch,sub-008,3,66.0
fast_slow,shallownet,raw,watch,sub-009,3,60.0
fast_slow,shallownet,raw,watch,sub-010,3,52.0
fast_slow,shallownet,raw,watch,sub-011,3,64.0
fast_slow,shallownet,raw,watch,sub-012,3,59.333333333333336
fast_slow,shallownet,raw,watch,sub-013,3,62.0
fast_slow,shallownet,raw,watch,sub-014,3,60.0
fast_slow,shallownet,raw,watch,sub-015,3,62.666666666666664
fast_slow,shallownet,raw,watch,sub-016,3,60.666666666666664
fast_slow,shallownet,raw,watch,sub-017,3,62.0
fast_slow,shallownet,raw,watch,sub-018,3,60.0
fast_slow,shallownet,raw,watch,sub-019,3,56.666666666666664
fast_slow,shallownet,raw,watch,sub-020,3,61.333333333333336
fast_slow,svm,raw,recall,sub-001,3,49.333333333333336
fast_slow,svm,raw,recall,sub-002,3,46.666666666666664
fast_slow,svm,raw,recall,sub-003,3,54.666666666666664
fast_slow,svm,raw,recall,sub-004,3,46.0
fast_slow,svm,raw,recall,sub-005,3,47.333333333333336
fast_slow,svm,raw,recall,sub-006,3,43.333333333333336
fast_slow,svm,raw,recall,sub-007,3,45.333333333333336
fast_slow,svm,raw,recall,sub-008,3,48.666666666666664
fast_slow,svm,raw,recall,sub-009,3,52.666666666666664
fast_slow,svm,raw,recall,sub-010,3,50.0
fast_slow,svm,raw,recall,sub-011,3,48.0
fast_slow,svm,raw,recall,sub-012,3,48.0
fast_slow,svm,raw,recall,sub-013,3,48.0
fast_slow,svm,raw,recall,sub-014,3,47.333333333333336
fast_slow,svm,raw,recall,sub-015,3,52.0
fast_slow,svm,raw,recall,sub-016,3,51.333333333333336
fast_slow,svm,raw,recall,sub-017,3,52.0
fast_slow,svm,raw,recall,sub-018,3,48.666666666666664
fast_slow,svm,raw,recall,sub-019,3,45.333333333333336
fast_slow,svm,raw,recall,sub-020,3,40.0
fast_slow,svm,raw,watch,sub-001,3,44.666666666666664
fast_slow,svm,raw,watch,sub-002,3,47.333333333333336
fast_slow,svm,raw,watch,sub-003,3,56.0
fast_slow,svm,raw,watch,sub-004,3,56.666666666666664
fast_slow,svm,raw,watch,sub-005,3,50.0
fast_slow,svm,raw,watch,sub-006,3,46.666666666666664
fast_slow,svm,raw,watch,sub-007,3,43.333333333333336
fast_slow,svm,raw,watch,sub-008,3,47.333333333333336
fast_slow,svm,raw,watch,sub-009,3,51.333333333333336
fast_slow,svm,raw,watch,sub-010,3,57.333333333333336
fast_slow,svm,raw,watch,sub-011,3,55.333333333333336
fast_slow,svm,raw,watch,sub-012,3,45.333333333333336
fast_slow,svm,raw,watch,sub-013,3,50.666666666666664
fast_slow,svm,raw,watch,sub-014,3,50.0
fast_slow,svm,raw,watch,sub-015,3,44.666666666666664
fast_slow,svm,raw,watch,sub-016,3,46.0
fast_slow,svm,raw,watch,sub-017,3,52.666666666666664
fast_slow,svm,raw,watch,sub-018,3,46.666666666666664
fast_slow,svm,raw,watch,sub-019,3,46.0
fast_slow,svm,raw,watch,sub-020,3,56.0
fast_slow,tsconv,raw,recall,sub-001,3,62.0
fast_slow,tsconv,raw,recall,sub-002,3,65.33333333333333
fast_slow,tsconv,raw,recall,sub-003,3,60.666666666666664
fast_slow,tsconv,raw,recall,sub-004,3,60.666666666666664
fast_slow,tsconv,raw,recall,sub-005,3,62.0
fast_slow,tsconv,raw,recall,sub-006,3,58.666666666666664
fast_slow,tsconv,raw,recall,sub-007,3,60.666666666666664
fast_slow,tsconv,raw,recall,sub-008,3,65.33333333333333
fast_slow,tsconv,raw,recall,sub-009,3,56.666666666666664
fast_slow,tsconv,raw,recall,sub-010,3,67.33333333333333
fast_slow,tsconv,raw,recall,sub-011,3,62.666666666666664
fast_slow,tsconv,raw,recall,sub-012,3,62.0
fast_slow,tsconv,raw,recall,sub-013,3,64.0
fast_slow,tsconv,raw,recall,sub-014,3,65.33333333333333
fast_slow,tsconv,raw,recall,sub-015,3,58.666666666666664
fast_slow,tsconv,raw,recall,sub-016,3,66.0
fast_slow,tsconv,raw,recall,sub-017,3,62.0
fast_slow,tsconv,raw,recall,sub-018,3,62.0
fast_slow,tsconv,raw,recall,sub-019,3,54.666666666666664
fast_slow,tsconv,raw,recall,sub-020,3,61.333333333333336
fast_slow,tsconv,raw,watch,sub-001,3,62.0
fast_slow,tsconv,raw,watch,sub-002,3,59.333333333333336
fast_slow,tsconv,raw,watch,sub-003,3,60.0
fast_slow,tsconv,raw,watch,sub-004,3,60.0
fast_slow,tsconv,raw,watch,sub-005,3,58.666666666666664
fast_slow,tsconv,raw,watch,sub-006,3,58.666666666666664
fast_slow,tsconv,raw,watch,sub-007,3,58.666666666666664
fast_slow,tsconv,raw,watch,sub-008,3,60.0
fast_slow,tsconv,raw,watch,sub-009,3,59.333333333333336
fast_slow,tsconv,raw,watch,sub-010,3,62.666666666666664
fast_slow,tsconv,raw,watch,sub-011,3,60.666666666666664
fast_slow,tsconv,raw,watch,sub-012,3,62.0
fast_slow,tsconv,raw,watch,sub-013,3,54.666666666666664
fast_slow,tsconv,raw,watch,sub-014,3,70.0
fast_slow,tsconv,raw,watch,sub-015,3,60.0
fast_slow,tsconv,raw,watch,sub-016,3,57.333333333333336
fast_slow,tsconv,raw,watch,sub-017,3,64.0
fast_slow,tsconv,raw,watch,sub-018,3,54.666666666666664
fast_slow,tsconv,raw,watch,sub-019,3,62.666666666666664
fast_slow,tsconv,raw,watch,sub-020,3,60.0
human,GCN_LSTM,raw,recall,sub-001,3,64.66666666666667
human,GCN_LSTM,raw,recall,sub-002,3,62.666666666666664
human,GCN_LSTM,raw,recall,sub-003,3,62.0
human,GCN_LSTM,raw,recall,sub-004,3,59.333333333333336
human,GCN_LSTM,raw,recall,sub-005,3,56.666666666666664
human,GCN_LSTM,raw,recall,sub-006,3,61.333333333333336
human,GCN_LSTM,raw,recall,sub-007,3,60.0
human,GCN_LSTM,raw,recall,sub-008,3,58.0
human,GCN_LSTM,raw,recall,sub-009,3,59.333333333333336
human,GCN_LSTM,raw,recall,sub-010,3,59.333333333333336
human,GCN_LSTM,raw,recall,sub-011,3,56.0
human,GCN_LSTM,raw,recall,sub-012,3,65.33333333333333
human,GCN_LSTM,raw,recall,sub-013,3,64.66666666666667
human,GCN_LSTM,raw,recall,sub-014,3,61.333333333333336
human,GCN_LSTM,raw,recall,sub-015,3,60.666666666666664
human,GCN_LSTM,raw,recall,sub-016,3,65.33333333333333
human,GCN_LSTM,raw,recall,sub-017,3,61.333333333333336
human,GCN_LSTM,raw,recall,sub-018,3,60.0
human,GCN_LSTM,raw,recall,sub-019,3,56.666666666666664
human,GCN_LSTM,raw,recall,sub-020,3,61.333333333333336
human,GCN_LSTM,raw,watch,sub-001,3,59.333333333333336
human,GCN_LSTM,raw,watch,sub-002,3,63.333333333333336
human,GCN_LSTM,raw,watch,sub-003,3,61.333333333333336
human,GCN_LSTM,raw,watch,sub-004,3,57.333333333333336
human,GCN_LSTM,raw,watch,sub-005,3,60.0
human,GCN_LSTM,raw,watch,sub-006,3,65.33333333333333
human,GCN_LSTM,raw,watch,sub-007,3,60.0
human,GCN_LSTM,raw,watch,sub-008,3,57.333333333333336
human,GCN_LSTM,raw,watch,sub-009,3,58.666666666666664
human,GCN_LSTM,raw,watch,sub-010,3,62.0
human,GCN_LSTM,raw,watch,sub-011,3,61.333333333333336
human,GCN_LSTM,raw,watch,sub-012,3,63.333333333333336
human,GCN_LSTM,raw,watch,sub-013,3,60.666666666666664
human,GCN_LSTM,raw,watch,sub-014,3,67.33333333333333
human,GCN_LSTM,raw,watch,sub-015,3,60.666666666666664
human,GCN_LSTM,raw,watch,sub-016,3,56.666666666666664
human,GCN_LSTM,raw,watch,sub-017,3,65.33333333333333
human,GCN_LSTM,raw,watch,sub-018,3,62.666666666666664
human,GCN_LSTM,raw,watch,sub-019,3,63.333333333333336
human,GCN_LSTM,raw,watch,sub-020,3,60.0
human,conformer,raw,recall,sub-001,3,60.0
human,conformer,raw,recall,sub-002,3,64.0
human,conformer,raw,recall,sub-003,3,63.333333333333336
human,conformer,raw,recall,sub-004,3,58.0
human,conformer,raw,recall,sub-005,3,63.333333333333336
human,conformer,raw,recall,sub-006,3,56.666666666666664
human,conformer,raw,recall,sub-007,3,64.66666666666667
human,conformer,raw,recall,sub-008,3,57.333333333333336
human,conformer,raw,recall,sub-009,3,60.666666666666664
human,conformer,raw,recall,sub-010,3,61.333333333333336
human,conformer,raw,recall,sub-011,3,60.666666666666664
human,conformer,raw,recall,sub-012,3,58.0
human,conformer,raw,recall,sub-013,3,58.666666666666664
human,conformer,raw,recall,sub-014,3,59.333333333333336
human,conformer,raw,recall,sub-015,3,64.66666666666667
human,conformer,raw,recall,sub-016,3,65.33333333333333
human,conformer,raw,recall,sub-017,3,62.666666666666664
human,conformer,raw,recall,sub-018,3,59.333333333333336
human,conformer,raw,recall,sub-019,3,63.333333333333336
human,conformer,raw,recall,sub-020,3,69.33333333333333
human,conformer,raw,watch,sub-001,3,60.0
human,conformer,raw,watch,sub-002,3,59.333333333333336
human,conformer,raw,watch,sub-003,3,62.0
human,conformer,raw,watch,sub-004,3,61.333333333333336
human,conformer,raw,watch,sub-005,3,64.66666666666667
human,conformer,raw,watch,sub-006,3,54.666666666666664
human,conformer,raw,watch,sub-007,3,62.0
human,conformer,raw,watch,sub-008,3,66.0
human,conformer,raw,watch,sub-009,3,61.333333333333336
human,conformer,raw,watch,sub-010,3,59.333333333333336
human,conformer,raw,watch,sub-011,3,62.666666666666664
human,conformer,raw,watch,sub-012,3,62.0
human,conformer,raw,watch,sub-013,3,68.66666666666667
human,conformer,raw,watch,sub-014,3,65.33333333333333
human,conformer,raw,watch,sub-015,3,63.333333333333336
human,conformer,raw,watch,sub-016,3,61.333333333333336
human,conformer,raw,watch,sub-017,3,62.0
human,conformer,raw,watch,sub-018,3,59.333333333333336
human,conformer,raw,watch,sub-019,3,64.0
human,conformer,raw,watch,sub-020,3,67.33333333333333
human,deepnet,raw,recall,sub-001,3,62.0
human,deepnet,raw,recall,sub-002,3,64.0
human,deepnet,raw,recall,sub-003,3,60.666666666666664
human,deepnet,raw,recall,sub-004,3,60.666666666666664
human,deepnet,raw,recall,sub-005,3,62.666666666666664
human,deepnet,raw,recall,sub-006,3,57.333333333333336
human,deepnet,raw,recall,sub-007,3,58.0
human,deepnet,raw,recall,sub-008,3,60.666666666666664
human,deepnet,raw,recall,sub-009,3,56.0
human,deepnet,raw,recall,sub-010,3,61.333333333333336
human,deepnet,raw,recall,sub-011,3,58.666666666666664
human,deepnet,raw,recall,sub-012,3,60.0
human,deepnet,raw,recall,sub-013,3,58.0
human,deepnet,raw,recall,sub-014,3,61.333333333333336
human,deepnet,raw,recall,sub-015,3,64.0
human,deepnet,raw,recall,sub-016,3,60.0
human,deepnet,raw,recall,sub-017,3,64.66666666666667
human,deepnet,raw,recall,sub-018,3,62.666666666666664
human,deepnet,raw,recall,sub-019,3,59.333333333333336
human,deepnet,raw,recall,sub-020,3,66.66666666666667
human,deepnet,raw,watch,sub-001,3,60.0
human,deepnet,raw,watch,sub-002,3,64.66666666666667
human,deepnet,raw,watch,sub-003,3,56.0
human,deepnet,raw,watch,sub-004,3,58.0
human,deepnet,raw,watch,sub-005,3,59.333333333333336
